3.33282,1.59604,0.549449,0.380276,0.205392,0.13253,0.0805524,0.05105,0.0320794,0.0204051,0.0129953,0.00831835,0.00533763,0.00343517,0.00221561,0.00143202,0.000927192,0.000601301,0.000390511,0.000253944,0.000165329,0.000107752,7.02943e-05,4.58992e-05,2.99948e-05,1.96163e-05,1.28379e-05,8.40729e-06,5.50911e-06,3.61205e-06,2.36951e-06,1.55517e-06,1.02118e-06,6.70842e-07,4.40878e-07,2.89859e-07,1.90641e-07,1.2543e-07,8.25526e-08,5.43499e-08,3.5793e-08,2.35789e-08,1.55371e-08,1.02406e-08,6.75142e-09
1.52748,0.364234,0.0435014,0.0234932,0.00751858,0.00303459,0.00118207,0.000475374,0.000193825,8.02616e-05,3.37538e-05,1.4421e-05,6.26549e-06,2.77052e-06,1.24754e-06,5.72007e-07,2.66835e-07,1.26451e-07,6.07525e-08,2.95263e-08,1.44848e-08,7.15839e-09
